Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1026961,RB11,RKOSN500A-CN000250,SN-500A,790109W,F01,PP01,"1,275.650",KG,21-01-19,23-01-19,0002
1026968,RB11,ENR20N600-DR000200,U-VAN 20N60,CA9011,F01,PP01,"4,390.000",KG,21-01-19,23-01-19,0002
1027008,RB11,ENGA264FT-DR000200,ALMATEX E264FT,CA9001,F02,PP01,"4,693.000",KG,21-01-19,21-01-19,0001
1027013,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CA9008,F01,PP01,"4,000.000",KG,21-01-19,22-01-19,0001
1027016,RB11,ENJQR331T-DR000200,OLESTER QR331T,CA9004,F01,PP01,"6,492.000",KG,21-01-19,23-01-19,0001
1027022,RB11,ENK868000-DR000180,EPOKEY 868,CA9003,F01,PP01,522.700,KG,21-01-19,23-01-19,003
1027023,RB11,ENJQB1528-DR000200,OLESTER QB1528T,CA9001,F01,PP01,472.800,KG,21-01-19,23-01-19,0002
1027024,RB11,RKPR14100-DR000160,POLYMAL R141,CA9003,F01,PP01,145.000,KG,21-01-19,22-01-19,0001
1027032,RB11,ERABW5600-KY000036,STRUCT BOND BW-5600,CL8038,F02,PP01,"1,008.000",KG,21-01-19,21-01-19,0001
1027043,RB11,ERABW5600-BLK01000,STRUCT BOND BW-5600,CA9004,F02,PP01,"8,029.700",KG,21-01-19,23-01-19,0001
1027044,RB11,RKV550100-BLK01000,VINYLAX-5501,CA9001,F02,PP01,"4,700.000",KG,21-01-19,23-01-19,0001
1027045,RB11,ENGAL2500-BLK01000,ALMATEX-A-250,CA9001,F02,PP01,"8,969.000",KG,21-01-19,23-01-19,0001
1027046,RB11,ENAOM105B-BLK02500,BARIASTAR OM-1050B,CA9002,F02,PP01,"10,210.000",KG,21-01-19,23-01-19,0002
1027047,RB11,RKA9612BT-BLK06000,ACRYLAX-9612BT,CA9009,F02,PP01,"6,226.000",KG,21-01-19,23-01-19,0001
1027048,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CA9004,F02,PP01,"4,620.320",KG,21-01-19,23-01-19,0001
1027061,RB11,RKA220800-DRN00120,ACRYLAX-2208,CA9001,F02,PP01,720.000,KG,21-01-19,23-01-19,0001
1027062,RB11,UGMCM200R-KY000054,COSMONATE M-200,CA9001,F02,PP01,250.000,KG,21-01-19,21-01-19,0001
1027067,RB11,UGPS1113H-DR000200,THAMOL SK-1113H,CA9004,F03,PP01,"10,298.000",KG,21-01-19,23-01-19,0002
1027068,RB11,UGPBK009A-BLK01000,BACK-009-A,CA9002,F03,PP01,"5,118.720",KG,21-01-19,23-01-19,0001
1027069,RB11,UGPAF1441-DR000200,THAMOL AF-1441,CA9001,F03,PP01,685.000,KG,21-01-19,23-01-19,0001
1027076,RB11,UGMTM1788-DR000230,THAMATE-1788,CA9003,F03,PP01,"1,650.000",KG,21-01-19,23-01-19,0002
