Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1027285,RB11,RKA950900-BLK02500,ACRYLAX-9509,CB9003,F02,PP01,"10,577.240",KG,08-02-19,10-02-19,0001
1027289,RB11,RKV282NS0-BLK01000,VINYLAX-282NS,CB9003,F02,PP01,"5,503.500",KG,08-02-19,10-02-19,0001
1027291,RB11,ENGALA297-DR000200,ALMATEX-A-297,CB9002,F02,PP01,"7,935.000",KG,08-02-19,10-02-19,0001
1027292,RB11,ENGSE263N-DR000200,ALMATEX SE263N,CB9001,F02,PP01,"4,796.950",KG,08-02-19,10-02-19,0001
1027293,RB11,RKA220700-DRN00120,ACRYLAX-2207,CB9001,F02,PP01,"1,700.000",KG,08-02-19,10-02-19,0001
1027294,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CB9006,F02,PP01,"4,620.320",KG,08-02-19,10-02-19,0001
1027305,RB11,RKOSN500B-CN000250,SN-500B,790209,F01,PP01,"1,399.720",KG,08-02-19,10-02-19,0001
1027306,RB11,RKOSN500B-CN000250,SN-500B,790210,F01,PP01,"1,399.720",KG,08-02-19,10-02-19,0001
1027312,RB11,ENR20N600-DR000200,U-VAN 20N60,CB9032,F01,PP01,"4,390.000",KG,08-02-19,10-02-19,0002
1027314,RB11,ENR20N600-DR000200,U-VAN 20N60,CB9033,F01,PP01,"4,390.000",KG,08-02-19,10-02-19,0002
1027315,RB11,ENR925T70-DR000200,U-VAN 925T-70,CB9002,F01,PP01,"8,114.000",KG,08-02-19,10-02-19,0001
1027324,RB11,RKA950900-BLK01000,ACRYLAX-9509,CA9002,F02,PP01,"10,256.000",KG,08-02-19,08-02-19,0001
1027325,RB11,ERABW5600-KY000036,STRUCT BOND BW-5600,CL8038,F02,PP01,"1,188.000",KG,08-02-19,08-02-19,0001
1027326,RB11,RKA106500-BLK01000,ACRYLAX-1065,CA9002,F02,PP01,"3,000.000",KG,08-02-19,08-02-19,0001
1027337,RB11,UGMTM1722-DR000230,THAMATE-1722,CB9009,F03,PP01,"5,000.000",KG,08-02-19,10-02-19,0005
1027348,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CB9008,F03,PP01,"10,117.220",KG,08-02-19,10-02-19,0006
1027349,RB11,UGPLR1400-DR000200,THAMOL TLR-1400,CB9002,F03,PP01,"8,032.000",KG,08-02-19,10-02-19,0001
1027351,RB11,RKA3345P0-DR000200,ACRYLAX-3345P,CB9004,F02,PP01,"5,600.000",KG,08-02-19,08-02-19,0001
1027352,RB11,RKA9612BT-BLK01000,ACRYLAX-9612BT,CA9008,F02,PP01,"5,455.000",KG,08-02-19,08-02-19,0002
1027363,RB11,ERABW5600-DR000100,STRUCT BOND BW-5600,CB9005,F02,PP01,"3,000.000",KG,08-02-19,08-02-19,0002
1027366,RB11,RKOXC2250-KY000020,ACCOFLOC XC-225,CA9001,F02,PP01,"3,000.000",KG,08-02-19,08-02-19,0001
1027379,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CB9016,F01,PP01,"4,000.000",KG,08-02-19,09-02-19,0001
1027392,RB11,RKA730900-BLK01000,ACRYLAX-7309,CB9001,F02,PP01,"2,112.000",KG,08-02-19,10-02-19,0001
1027437,RB11,RKAL9086P-DR000200,ALMATEX-A-9086P,CB9001,F02,PP01,"7,289.100",KG,08-02-19,09-02-19,0001
