Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1027111,RB11,ENAOM1050-BLK20000,BARIASTAR OM-1050,CB9001,F02,PP01,"20,000.000",KG,04-02-19,04-02-19,0001
1027154,RB11,ENGA264FT-DR000200,ALMATEX E264FT,CB9002,F02,PP01,"5,200.000",KG,04-02-19,06-02-19,0001
1027173,RB11,ENGAL9086-DR000200,ALMATEX-A-9086,CB9004,F02,PP01,"7,400.000",KG,04-02-19,06-02-19,0001
1027175,RB11,RKVBW3006-BLK01000,BONDWOOD-3006,CB9001,F02,PP01,"10,447.300",KG,04-02-19,06-02-19,0001
1027176,RB11,RKV6131N3-BLK01000,VINYLAX-6131N3,CB9003,F02,PP01,"5,200.000",KG,04-02-19,06-02-19,0001
1027178,RB11,ERASB1124-DR000200,STRUCT BOND SB-1124,CB9001,F02,PP01,"1,050.000",KG,04-02-19,06-02-19,0001
1027179,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CB9016,F02,PP01,"4,099.350",KG,04-02-19,06-02-19,0001
1027203,RB11,ENJQC4120-DR000200,OLESTER QC412,CB9003,F01,PP01,"7,035.900",KG,04-02-19,06-02-19,0001
1027204,RB11,ENR20N600-DR000200,U-VAN 20N60,CB9028,F01,PP01,"4,390.000",KG,04-02-19,06-02-19,0002
1027205,RB11,ENR20L65A-DR000200,U-VAN 20LS65A,CB9002,F01,PP01,"6,459.000",KG,04-02-19,06-02-19,0001
1027206,RB11,ENR128000-DR000200,U-VAN 128,CB9004,F01,PP01,"7,003.000",KG,04-02-19,06-02-19,0003
1027241,RB11,ENG1140SD-BLK01000,ALMATEX-SE1140SD,CB9001,F02,PP01,"9,005.600",KG,04-02-19,06-02-19,0001
1027249,RB11,RKA3345P0-DR000200,ACRYLAX-3345P,CA9003,F02,PP01,"5,500.000",KG,04-02-19,04-02-19,0001
1027267,RB11,UGPLR1400-DR000200,THAMOL TLR-1400,CB9001,F03,PP01,"5,522.000",KG,04-02-19,06-02-19,0001
1027268,RB11,UGTCOTM20-DR000250,COSMONATE TM-20,CB9012,F03,PP01,"5,625.000",KG,04-02-19,06-02-19,0003
1027270,RB11,UGPHR1449-DR000200,THAMOL HR-1449,CB9002,F03,PP01,"10,206.000",KG,04-02-19,06-02-19,0002
1027272,RB11,UGPCS8000-DR000200,THAMOL CS-800,CB9001,F03,PP01,409.220,KG,04-02-19,06-02-19,0004
1027300,RB11,RKOSN500B-CN000250,SN-500B,790204,F01,PP01,"1,399.720",KG,04-02-19,06-02-19,0001
1027301,RB11,RKOSN500B-CN000250,SN-500B,790205,F01,PP01,"1,399.720",KG,04-02-19,06-02-19,0001
1027318,RB11,ERAVU8800-KY000036,STRUCT BOND VU-880,CM8017,F02,PP01,180.000,KG,04-02-19,04-02-19,0001
1027321,RB11,ERABW5600-KY000036,STRUCT BOND BW-5600,CL8038,F02,PP01,"1,205.000",KG,04-02-19,04-02-19,0001
1027378,RB11,RKPR14100-DR000160,POLYMAL R141,CB9005,F01,PP01,145.000,KG,04-02-19,06-02-19,0001
