Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1026962,RB11,RKOSN500A-CN000250,SN-500A,790110W,F01,PP01,"1,275.650",KG,22-01-19,24-01-19,0002
1026963,RB11,RKOSN500A-CN000250,SN-500A,790111W,F01,PP01,"1,275.650",KG,22-01-19,24-01-19,0002
1026969,RB11,ENR20L65A-DR000200,U-VAN 20LS65A,CA9001,F01,PP01,"6,459.000",KG,22-01-19,24-01-19,0001
1027007,RB11,ENR20N600-DR000200,U-VAN 20N60,CA9012,F01,PP01,"4,390.000",KG,22-01-19,24-01-19,0002
1027025,RB11,ENF787000-DR000200,ALMATEX 787,CA9001,F01,PP01,"6,381.000",KG,22-01-19,24-01-19,0001
1027029,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CA9009,F01,PP01,"4,000.000",KG,22-01-19,23-01-19,0001
1027030,RB11,ENABM100B-BLK02500,BARIASTAR BM-1000B,CA9001,F02,PP01,"9,795.000",KG,22-01-19,22-01-19,0002
1027033,RB11,RKV6131N3-BX000020,VINYLAX-6131N3,CM8026,F02,PP01,"1,796.000",KG,22-01-19,22-01-19,0001
1027034,RB11,RKV6131N3-BX000020,VINYLAX-6131N3,CM8027,F02,PP01,"2,240.000",KG,22-01-19,22-01-19,0001
1027049,RB11,RKVBW1001-DR000100,BONDWOOD-1001,CA9001,F02,PP01,"10,505.500",KG,22-01-19,24-01-19,0001
1027050,RB11,RKVV60450-BLK01000,VINYLAX-6045,CA9001,F02,PP01,"5,124.650",KG,22-01-19,24-01-19,0001
1027051,RB11,ENGSE3100-BLK01000,ALMATEX SE310,CA9004,F02,PP01,"10,314.220",KG,22-01-19,24-01-19,0001
1027052,RB11,RKA9612BT-BLK06000,ACRYLAX-9612BT,CA9010,F02,PP01,"5,333.200",KG,22-01-19,24-01-19,0001
1027053,RB11,RKUP55000-BLK01000,U-RAMIN P-5500,CA9005,F02,PP01,"4,620.320",KG,22-01-19,24-01-19,0001
1027054,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CA9010,F02,PP01,"4,099.350",KG,22-01-19,24-01-19,0001
1027055,RB11,RKOSBBSA4-DR000080,STARBOND-BSA 4,CA9004,F02,PP01,"1,040.000",KG,22-01-19,24-01-19,0001
1027063,RB11,RKA3345P0-DR000200,ACRYLAX-3345P,CA9001,F02,PP01,"5,650.000",KG,22-01-19,22-01-19,0001
1027080,RB11,UGPRG1289-BLK02500,THAMOL RG-1289,CA9005,F03,PP01,"10,117.220",KG,22-01-19,24-01-19,0006
1027081,RB11,UGPVB443A-BLK01000,VB-443-A,CA9003,F03,PP01,"10,161.400",KG,22-01-19,24-01-19,0008
1027082,RB11,UGMTM1788-DR000230,THAMATE-1788,CA9004,F03,PP01,"1,650.000",KG,22-01-19,24-01-19,0002
1027102,RB11,UGPPP1724-DR000200,THAMOL PP-1724,CA9001,F03,PP01,612.000,KG,22-01-19,24-01-19,0001
