Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1027307,RB11,RKOSN500B-CN000250,SN-500B,790211,F01,PP01,"1,399.720",KG,11-02-19,13-02-19,0001
1027353,RB11,RKA9612BT-BLK01000,ACRYLAX-9612BT,CA9009,F02,PP01,"6,226.000",KG,11-02-19,11-02-19,0002
1027360,RB11,UGPV1205A-BLK01100,THAMOL VB-1205-A,CB9004,F03,PP01,"9,968.700",KG,11-02-19,13-02-19,0006
1027364,RB11,UGPMP2164-DR000200,MP-2164(D),CB9010,F03,PP01,"1,788.000",KG,11-02-19,13-02-19,0002
1027369,RB11,RKO10P224-BLK01200,10%POLY VINYL ALCOHOL 224E,CB9003,F02,PP01,"8,136.300",KG,11-02-19,13-02-19,0001
1027370,RB11,RKA221100-DRN00120,ACRYLAX-2211,CB9001,F02,PP01,"2,434.000",KG,11-02-19,13-02-19,0001
1027371,RB11,ENGSE2615-DR000200,ALMATEX SE261-50,CB9001,F02,PP01,"10,563.000",KG,11-02-19,13-02-19,0001
1027372,RB11,RKA105700-DR000200,ACRYLAX-1057,CB9001,F02,PP01,"8,709.000",KG,11-02-19,13-02-19,0001
1027373,RB11,RKA731400-DR000200,ACRYLAX-7314,CB9001,F02,PP01,"4,498.470",KG,11-02-19,13-02-19,0001
1027374,RB11,RKA3351H1-DR000200,ACRYLAX-3351HB-10,CB9002,F02,PP01,"1,700.000",KG,11-02-19,13-02-19,0001
1027375,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CB9019,F02,PP01,"4,099.350",KG,11-02-19,13-02-19,0001
1027376,RB11,RKOSBBSA4-DR000080,STARBOND-BSA 4,CB9006,F02,PP01,"1,040.000",KG,11-02-19,13-02-19,0001
1027381,RB11,ENJQ193X0-DR000200,OLESTER Q193X,CB9002,F01,PP01,"5,087.100",KG,11-02-19,13-02-19,0001
1027382,RB11,ENR286000-DR000200,U-VAN 28-60,CB9006,F01,PP01,"3,708.000",KG,11-02-19,13-02-19,0002
1027383,RB11,ENR48B000-DR000200,U-VAN 48B,CB9007,F01,PP01,"4,803.000",KG,11-02-19,13-02-19,0002
1027384,RB11,ENR20N600-DR000200,U-VAN 20N60,CB9035,F01,PP01,"8,573.000",KG,11-02-19,13-02-19,0001
1027385,RB11,ENFC118T0-DR000200,ALMATEX C118T,CB9001,F01,PP01,480.000,KG,11-02-19,14-02-19,0003
1027389,RB11,RKPR14100-DR000160,POLYMAL R141,CB9006,F01,PP01,145.000,KG,11-02-19,12-02-19,0001
1027394,RB11,UGPSC8030-DR000220,THAMOL SC-803,CB9001,F03,PP01,"2,105.000",KG,11-02-19,13-02-19,0003
1027395,RB11,UGMTM1788-DR000230,THAMATE-1788,CB9006,F03,PP01,"5,000.000",KG,11-02-19,13-02-19,0005
1027399,RB11,RKVBW3300-KY000036,BONDWOOD-3300,CA9001,F02,PP01,180.000,KG,11-02-19,11-02-19,0001
1027403,RB11,RKUP55000-DR000100,U-RAMIN P-5500,CB9006,F02,PP01,500.000,KG,11-02-19,11-02-19,0001
1027449,RB11,UGPCP1802-DR000200,THAMOL CP-1802,CB9002,F03,PP01,206.000,KG,11-02-19,13-02-19,0001
