Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1027358,RB11,UGMMC8500-DR000230,COSMONATE MC-85,CB9002,F03,PP01,"4,820.790",KG,12-02-19,14-02-19,0001
1027365,RB11,UGPSD1538-DR000200,THAMOL SD-1538,CB9004,F03,PP01,"5,191.550",KG,12-02-19,14-02-19,0001
1027386,RB11,ENFC20100-DR000200,ALMATEX C201,CB9001,F01,PP01,"4,913.000",KG,12-02-19,14-02-19,0001
1027387,RB11,ENR48B000-DR000200,U-VAN 48B,CB9008,F01,PP01,"4,803.000",KG,12-02-19,14-02-19,0002
1027388,RB11,ENR202000-DR000200,U-VAN 2020,CB9002,F01,PP01,"4,630.000",KG,12-02-19,14-02-19,0001
1027390,RB11,RKBB610CT-PB000120,PROMINATE BMST-610CT,CB9017,F01,PP01,"4,000.000",KG,12-02-19,13-02-19,0001
1027396,RB11,UGPHR7550-DR000200,THAMOL HR-755,CB9003,F03,PP01,"10,538.600",KG,12-02-19,14-02-19,0008
1027397,RB11,UGPUF3000-DR000200,UF-3000-P,CB9001,F03,PP01,630.000,KG,12-02-19,14-02-19,0001
1027401,RB11,ENR20SE65-DR000200,U-VAN 20SE65,CB9001,F01,PP01,"4,009.000",KG,12-02-19,14-02-19,0002
1027404,RB11,UGMCM200R-KY000050,COSMONATE M-200,CA9001,F02,PP01,250.000,KG,12-02-19,12-02-19,0001
1027405,RB11,RKV6131N3-BLK01000,VINYLAX-6131N3,CB9004,F02,PP01,"5,200.000",KG,12-02-19,14-02-19,0002
1027406,RB11,RKVV61010-DR000100,VINYLAX-6101,CB9002,F02,PP01,"8,000.000",KG,12-02-19,14-02-19,0001
1027407,RB11,RKA506000-DR000200,ACRYLAX-506,CB9013,F02,PP01,"9,452.560",KG,12-02-19,14-02-19,0001
1027408,RB11,RKA3345P0-BLK06000,ACRYLAX-3345P,CB9006,F02,PP01,"5,736.910",KG,12-02-19,14-02-19,0003
1027409,RB11,RKA3701HV-DR000200,ACRYLAX-3701HV,CB9002,F02,PP01,600.000,KG,12-02-19,14-02-19,0001
1027410,RB11,ENCH3150B-BLK01000,HOPELON-3150B,CB9020,F02,PP01,"4,099.350",KG,12-02-19,14-02-19,0001
