Order,Planning plant,Material Number,Material description,Batch,MRP controller,Order Type,Order quantity (GMEIN),Unit of measure (=GMEIN),Basic start date,Basic finish date,Production Version
1027180,RB11,ENGAL9009-BLK01000,ALMATEX-A-9009,CB9003,F02,PP01,"10,222.200",KG,05-02-19,07-02-19,0002
1027207,RB11,ENJQC418H-DR000200,OLESTER QC418HT,CB9002,F01,PP01,"6,920.800",KG,05-02-19,07-02-19,0002
1027208,RB11,ENR20N600-DR000200,U-VAN 20N60,CB9029,F01,PP01,"4,390.000",KG,05-02-19,07-02-19,0002
1027238,RB11,ENRMB20T0-DR000200,U-VAN MB20T,CB9002,F01,PP01,"7,000.000",KG,05-02-19,07-02-19,0001
1027377,RB11,ENJQC300G-DR000200,OLESTER QC300G,CB9001,F01,PP01,340.000,KG,05-02-19,07-02-19,0003
